index,left,right,weyl_a,weyl_b,weyl_c,nearest_index,nearest_distance,match
229,1819,2844,0.6945647572015545,0.5648609228539399,0.0,4409,1.036958584096656,False
230,2422,4581,0.5778534341976664,0.5036833491295497,0.0,4374,1.001966072835284,False
231,431,862,0.760526562146838,0.47690027531526114,0.0,4409,1.025306658837527,False
232,2861,1333,0.5491541326186624,0.5034666958557918,0.0,4467,1.1276352053970913,False
233,4963,3253,0.6889875513460986,0.5729192681671041,0.0,4406,1.0117770208661003,False
234,2010,42,0.7418928738379158,0.3908681231091231,0.0,4438,1.0997016753118183,False
235,3192,1863,0.5973646566760653,0.3947833474671431,0.0,4384,1.009455775395788,False
236,1226,673,0.7484484913423941,0.3792472692807872,0.0,3260,1.0000072912808375,False
237,386,4585,0.6943901188566155,0.4070011978921598,0.0,4407,1.011305382426621,False
238,2783,872,0.6170939695419282,0.4558117148998065,0.0,4408,1.0368519891476031,False
239,4641,3996,0.543447887178302,0.46663504603238204,0.0,4444,1.0106846146527069,False
240,2297,1563,0.5657012839831737,0.387892512974758,0.0,4434,1.0012461142253724,False
241,4364,180,0.5023499870399286,0.39565468728968556,0.0,4443,1.0073190087705175,False
242,4310,3927,0.7168860850957497,0.4891624750686942,0.0,4434,1.0024021932666158,False
243,158,4141,0.7126219507249258,0.4259895670726583,0.0,4384,1.0328937026825242,False
244,2829,1309,0.6548145407638675,0.6416389127144551,0.0,4408,1.0308444894071245,False
245,2483,1089,0.7385726916896562,0.2810422869334607,0.0,4467,1.0291416870714822,False
246,702,4790,0.7300673756237277,0.5032254153220943,0.0,4467,1.002572361325923,False
247,4428,4530,0.719046267867256,0.2701405083447486,0.0,4546,1.0159339770171683,False
248,1561,1577,0.5375544276783728,0.2923823057949645,0.0,1109,1.0000094302625577,False
249,4455,1219,0.5278110579608679,0.36519537142945935,0.0,4388,1.0034451330049643,False
250,1249,868,0.5689805375757642,0.3207801378370069,0.0,3222,1.0000983587793462,False
251,4196,3643,0.6416951633518071,0.40850749004781417,0.0,4715,1.000288193200141,False
252,4989,3890,0.6996614782442867,0.5697254156750553,0.0,4436,1.0153091274291184,False
253,187,4842,0.7058847641833506,0.2794567082405593,0.0,4467,1.0317064081360314,False
254,535,1753,0.6598511344245086,0.5616017727522176,0.0,4384,1.0374809088316934,False
255,3051,237,0.7228047234257486,0.44758676910764306,0.0,4384,1.0263702219718778,False
256,3888,415,0.6218042083431854,0.36834619196851165,0.0,4467,1.0395563260645062,False
257,3938,3987,0.7737109023003717,0.3987720904976677,0.0,4436,1.0249871774825952,False
258,569,1697,0.7718117438682883,0.6554977349881217,0.0,4406,1.0222114663420185,False
259,646,2990,0.5681201798512809,0.5259694793973726,0.0,4386,1.0341610075303833,False
260,2055,2161,0.5862274105320315,0.3846668792234105,0.0,4386,1.0021134837925083,False
261,2290,4448,0.7380778753477371,0.5986082656037159,0.0,4407,1.100543177395566,False
262,3884,2121,0.6498904032293025,0.5798229619541094,0.0,4384,1.0230703081534995,False
263,551,964,0.40895940715224466,0.3146254195676187,0.0,4526,1.0004011665976482,False
264,1339,4109,0.6507225313421392,0.3776658894228463,0.0,4409,1.0510040604777544,False
265,1492,2047,0.5975664101872731,0.4880855680947997,0.0,4436,1.0519472282625226,False
266,4596,901,0.6586765443081717,0.16777707222772192,0.0,4467,1.0914921878583395,False
267,4189,548,0.5319661956913624,0.3246105981351158,0.0,4389,1.0013525306652193,False
268,2483,2795,0.5602259720255933,0.4339157955156566,0.0,4386,1.0118118025822882,False
269,1126,2411,0.619898626170774,0.5567638418183455,0.0,4385,1.0468596918237274,False
270,2887,2738,0.6255457008847536,0.5019754417092328,0.0,4469,1.0149057805633912,False
