weyl_a,weyl_b,weyl_c,size,w1,w2,w3,h1,h2,h3
0.7853981633974483,0.21480833982723713,0.16318122896965548,31,6,3,1,2,5,4
0.7853981633974483,0.2229315782800434,0.16372521719452315,32,6,3,1,2,5,5
0.7853981633974483,0.22887818819733585,0.16349969078478388,33,6,3,1,2,5,6
0.7853981633974483,0.16611320204993074,0.14535368190925446,32,6,3,1,2,6,2
0.7853981633974482,0.18486301615685452,-0.15043319330178306,33,6,3,1,2,6,3
0.7853981633974483,0.19618669517101406,0.15261422494195287,34,6,3,1,2,6,4
0.7853981633974483,0.20387976771657979,0.15334913039637854,35,6,3,1,2,6,5
0.7853981633974483,0.20951560734625563,0.1532938493795779,36,6,3,1,2,6,6
0.7853981633974483,0.2628730327590372,0.22896484310645526,26,6,3,1,3,2,2
0.7853981633974483,0.2882849843938624,0.23269026004862337,27,6,3,1,3,2,3
0.7853981633974482,0.3035948244408839,-0.23379640821330216,28,6,3,1,3,2,4
0.7853981633974481,0.3139624597983861,-0.23369243544921048,29,6,3,1,3,2,5
0.7853981633974483,0.3215336123409882,0.2329852348738406,30,6,3,1,3,2,6
0.7853981633974483,0.22157026492023224,0.20559427565462673,29,6,3,1,3,3,2
0.7853981633974483,0.2443976906976868,0.20978744469879462,30,6,3,1,3,3,3
0.7853981633974483,0.2581490169155298,0.2112139741056973,31,6,3,1,3,3,4
0.7853981633974482,0.26746888233226773,-0.21132927830106496,32,6,3,1,3,3,5
0.7853981633974483,0.27428364381363135,0.21077038532521009,33,6,3,1,3,3,6
0.7853981633974482,0.19228961513680165,-0.1866508124275681,32,6,3,1,3,4,2
0.7853981633974483,0.21336610928578015,0.19118260440237833,33,6,3,1,3,4,3
0.7853981633974483,0.22607801522925453,0.1928920046051319,34,6,3,1,3,4,4
0.7853981633974483,0.23470519115838862,0.19323546887675125,35,6,3,1,3,4,5
0.7853981633974481,0.24102203137327027,-0.19285855710089628,36,6,3,1,3,4,6
0.7853981633974483,0.17117885493804152,0.17026562924902233,35,6,3,1,3,5,2
0.7853981633974483,0.1900324718038764,0.17595844400196814,36,6,3,1,3,5,3
