n,weyl_b,weyl_abs_c
5773,0.0065102399553012,0.003860288566599479
5783,0.006504669329620016,0.003856897096470746
5793,0.006499113030371317,0.003853514501709121
5803,0.006493570996165154,0.003850140743754338
5813,0.006488043165979784,0.0038467757842770567
5823,0.006482529479158616,0.0038434195851841935
5833,0.006477029875407048,0.0038400721086100376
5843,0.006471544294790521,0.0038367333169180284
5853,0.006466072677730694,0.003833403172698091
5863,0.006460614965003719,0.0038300816387657477
5873,0.0064551710977368,0.0038267686781603416
5883,0.00644974101740603,0.003823464254139708
5893,0.006444324665833501,0.0038201683301846145
5903,0.006438921985184587,0.003816880869992545
5913,0.006433532917965501,0.003813601837477698
5923,0.006428157407020629,0.003810331196769212
5933,0.006422795395530201,0.0038070689122085
5943,0.006417446827007456,0.003803814948349249
5953,0.006412111645296148,0.003800569269955645
5963,0.006406789794568268,0.003797331841998819
5973,0.0064014812193213255,0.003794102629656848
5983,0.0063961858643766245,0.003790881598314755
5993,0.006390903674875659,0.0037876687135574016
6003,0.006385634596278333,0.003784463941176597
6013,0.006380378574361134,0.003781267247161324
6023,0.006375135555213629,0.003778078597699519
6033,0.006369905485237248,0.0037748979591789578
6043,0.006364688311142064,0.003771725298181927
6053,0.006359483979945402,0.003768560581485225
6063,0.006354292438968623,0.0037654037760583847
6073,0.006349113635835513,0.0037622548490654495
6083,0.006343947518469895,0.003759113767856981
6093,0.006338794035093354,0.0037559804999744983
6103,0.006333653134223016,0.0037528550131469274
6113,0.0063285247646700515,0.0037497372752888225
6123,0.006323408875535841,0.0037466272544994794
6133,0.006318305416212255,0.0037435249190611586
6143,0.006313214336376882,0.0037404302374399734
6153,0.006308135585993635,0.003737343178279673
6163,0.006303069115308257,0.0037342637104060827
6173,0.006298014874847657,0.003731191802821776
6183,0.00629297281541813,0.0037281274247060736
6193,0.006287942888102027,0.003725070545413267
6203,0.006282925044256704,0.0037220211344726195
6213,0.006277919235512408,0.0037189791615857004
6223,0.006272925413770669,0.003715944596625498
6233,0.006267943531200915,0.0037129174096373063
6243,0.0062629735402403575,0.00370989757083251
